id,age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism,recidivism_pred,prediction_probability
1106,55-64,Male,Turk,Rent,False,False,False,False,False,False,True,False,True,True,True,Middle School,Married,Retired,3,5,1,1,63.17
1107,25-34,Male,Other,Houseowner,False,True,False,False,False,False,True,True,True,False,True,Primary School,Single,Unemployed,2,1,1,0,56.72
1108,35-44,Male,Turk,Houseowner,False,False,False,True,True,True,False,True,False,True,True,Middle School,Single,Student,2,2,1,0,55.95
1109,45-54,Male,Turk,Rent,False,False,False,False,False,False,False,True,False,False,True,Middle School,Single,Student,2,4,1,1,78.12
1110,25-34,Male,Other,Houseowner,False,True,True,True,True,False,True,True,True,False,True,Middle School,Married,Employed,3,0,1,0,56.15
1111,25-34,Male,Turk,Rent,True,True,False,False,True,False,False,False,True,False,False,Middle School,Single,Student,2,1,1,1,69.0
1112,25-34,Male,Turk,Rent,True,True,True,False,False,False,True,False,True,True,False,Middle School,Single,Student,2,1,1,1,65.27
1113,25-34,Male,Turk,Rent,True,False,False,True,False,False,True,True,False,False,False,High School,Married,Retired,4,1,1,1,81.48
1114,35-44,Male,Turk,Rent,False,False,True,False,False,False,True,False,False,False,True,Primary School,Single,Employed,1,2,1,1,50.95
1115,25-34,Male,Turk,Houseowner,True,True,False,True,False,False,True,False,False,True,True,High School,Single,Unemployed,4,0,1,0,55.83
1116,35-44,Male,Turk,Houseowner,True,False,False,False,True,False,False,True,True,False,False,Middle School,Single,Unemployed,3,2,1,1,69.62
1117,15-17,Male,Turk,Rent,False,True,True,False,False,False,False,True,True,False,False,Primary School,Single,Employed,0,1,1,1,57.4
1118,35-44,Female,Turk,Houseowner,False,True,True,False,False,False,True,True,True,True,True,Primary School,Single,Student,4,2,1,1,83.73
1119,35-44,Male,Other,Rent,True,True,True,False,True,False,False,False,False,False,True,Middle School,Single,Retired,3,1,1,1,53.99
1120,55-64,Male,Turk,Rent,True,False,True,False,True,False,False,True,True,False,False,Primary School,Married,Retired,2,4,1,1,55.02
1121,35-44,Male,Other,Rent,True,True,False,True,True,False,True,True,True,False,True,High School,Single,Student,4,0,1,1,64.35
1122,35-44,Male,Turk,Rent,True,False,False,False,False,False,True,False,True,False,False,High School,Married,Retired,4,2,1,1,80.11
1123,35-44,Female,Other,Rent,False,True,False,False,False,False,False,True,True,True,False,Primary School,Single,Retired,7,1,1,0,55.54
1124,35-44,Male,Turk,Rent,False,True,False,False,True,False,True,False,True,True,True,Primary School,Married,Retired,2,3,1,1,57.84
1125,35-44,Male,Turk,Rent,False,False,True,False,True,False,True,False,True,True,True,Primary School,Married,Retired,5,1,1,1,60.81
1126,35-44,Female,Turk,Rent,False,True,False,True,True,False,False,False,False,True,False,Primary School,Single,Retired,3,1,1,1,65.12
1127,25-34,Male,Turk,Rent,False,True,True,False,False,False,False,False,True,True,True,Middle School,Married,Employed,6,1,1,1,59.83
1128,25-34,Male,Turk,Houseowner,True,False,True,True,True,False,False,False,True,False,True,Middle School,Single,Employed,3,2,1,1,52.15
1129,55-64,Male,Turk,Rent,True,False,True,False,False,True,False,False,False,True,False,Bachelor’s Degree,Married,Employed,4,2,1,1,63.96
1130,25-34,Male,Turk,Homeless,False,False,True,False,False,False,True,True,False,True,True,High School,Single,Retired,3,2,1,1,51.49
1131,25-34,Female,Other,Houseowner,False,False,False,True,True,False,False,True,False,False,False,High School,Married,Student,2,2,1,1,62.94
1132,55-64,Male,Other,Rent,False,True,False,True,True,False,True,False,True,False,False,Bachelor’s Degree,Divorced,Student,1,0,1,1,89.52
1133,35-44,Male,Turk,Rent,False,True,True,False,True,False,False,True,False,True,True,High School,Single,Unemployed,2,2,1,0,78.19
1134,25-34,Male,Other,Rent,False,False,False,True,False,False,False,True,True,True,True,Middle School,Married,Student,3,4,1,1,84.77
1135,15-17,Female,Turk,Houseowner,False,False,False,False,False,False,False,False,False,False,False,Literate without schooling,Single,Employed,0,2,1,1,68.61
1136,25-34,Male,Other,Homeless,True,False,False,True,False,False,False,False,False,True,False,Middle School,Single,Employed,3,1,1,0,50.78
1137,25-34,Female,Turk,Houseowner,False,False,False,True,False,True,False,True,False,False,True,Bachelor’s Degree,Single,Student,0,4,1,2,52.54
1138,25-34,Male,Turk,Rent,False,True,True,False,True,False,False,True,True,False,True,Middle School,Single,Employed,4,1,1,1,57.54
1139,35-44,Male,Other,Houseowner,False,True,False,False,False,False,True,True,True,True,True,Middle School,Married,Unemployed,1,4,1,1,59.82
1140,25-34,Male,Turk,Houseowner,True,False,False,True,False,False,True,False,False,False,False,High School,Divorced,Unemployed,0,1,1,1,60.05
1141,55-64,Male,Turk,Rent,False,True,False,False,False,False,False,False,False,False,True,Middle School,Single,Employed,4,2,1,1,80.32
1142,15-17,Male,Turk,Houseowner,False,False,False,False,False,False,True,True,False,False,False,Literate without schooling,Single,Employed,0,1,1,1,55.07
1143,12-14,Female,Turk,Houseowner,False,False,True,False,False,False,False,True,True,False,False,Illiterate,Single,Employed,0,2,1,0,47.95
1144,25-34,Male,Turk,Houseowner,True,False,True,True,False,False,False,True,True,False,True,High School,Married,Student,5,2,1,1,51.79
1145,45-54,Female,Turk,Homeless,False,False,True,True,False,False,False,True,True,True,True,Middle School,Divorced,Unemployed,3,2,1,0,76.28
1146,35-44,Male,Turk,Rent,True,False,False,True,True,False,True,True,False,True,True,High School,Married,Employed,4,3,1,1,82.81
1147,25-34,Male,Turk,Houseowner,True,True,True,False,True,False,False,True,True,False,False,Primary School,Married,Student,4,0,1,0,55.25
1148,25-34,Female,Turk,Rent,False,False,True,True,True,False,True,True,True,True,False,Middle School,Married,Unemployed,2,1,1,0,66.14
1149,18-24,Male,Turk,Rent,True,False,False,True,False,False,False,False,True,False,False,Primary School,Married,Employed,4,0,1,1,64.65
1150,35-44,Male,Other,Rent,True,False,False,False,True,False,True,False,False,False,False,High School,Single,Employed,1,2,1,1,76.22
1151,12-14,Male,Turk,Houseowner,False,False,False,False,False,False,True,True,True,False,False,Illiterate,Single,Employed,0,1,1,1,58.97
1152,45-54,Male,Turk,Houseowner,True,True,False,False,True,False,True,False,False,True,False,Primary School,Married,Unemployed,3,0,1,0,77.85
1153,25-34,Male,Turk,Houseowner,False,True,False,False,False,False,True,False,True,False,False,Primary School,Married,Retired,1,2,1,1,70.71
1154,25-34,Male,Turk,Rent,False,False,True,True,True,False,False,False,True,False,True,Middle School,Married,Retired,1,3,1,1,59.06
1155,35-44,Female,Turk,Rent,True,False,True,True,True,False,False,False,True,False,True,Middle School,Married,Student,2,3,1,1,81.33
1156,55-64,Male,Turk,Houseowner,False,False,False,True,False,True,False,False,False,True,True,Middle School,Single,Student,3,2,1,1,81.21
1157,35-44,Female,Turk,Houseowner,True,True,False,True,True,False,True,False,False,True,False,Middle School,Single,Student,2,1,1,1,55.74
1158,25-34,Male,Other,Rent,True,False,False,True,True,False,True,False,False,True,False,Middle School,Single,Retired,4,0,1,0,51.53
1159,35-44,Male,Turk,Rent,True,True,True,True,True,False,False,False,True,False,True,Literate without schooling,Single,Employed,2,1,1,1,65.36
1160,55-64,Male,Turk,Rent,False,True,False,False,True,False,False,False,False,False,True,Primary School,Single,Employed,4,1,1,1,83.38
1161,25-34,Male,Other,Houseowner,True,False,False,False,False,True,False,False,False,True,True,Primary School,Single,Unemployed,2,2,1,0,73.37
1162,35-44,Female,Other,Rent,True,True,True,False,False,False,True,True,False,False,True,Primary School,Married,Retired,2,3,1,1,76.83
1163,25-34,Female,Turk,Rent,True,False,True,False,False,False,True,True,True,False,False,Primary School,Married,Retired,4,2,1,1,81.83
1164,35-44,Female,Other,Houseowner,False,False,False,True,False,False,False,True,True,False,True,Primary School,Single,Unemployed,4,2,1,1,64.72
1165,25-34,Male,Turk,Rent,False,False,True,False,True,False,False,False,True,True,False,High School,Married,Retired,4,2,1,1,74.1
1166,25-34,Female,Other,Rent,True,True,True,True,False,False,True,True,True,False,False,Primary School,Single,Retired,2,1,1,1,86.35
1167,35-44,Male,Turk,Rent,False,False,False,False,True,False,False,True,True,False,False,Primary School,Single,Employed,2,3,1,1,73.01
1168,35-44,Male,Turk,Rent,False,True,False,True,True,False,False,False,False,True,True,Primary School,Single,Employed,5,0,1,1,60.37
1169,12-14,Female,Turk,Houseowner,False,False,False,True,False,False,False,False,True,False,False,Literate without schooling,Single,Student,0,1,1,1,74.2
1170,35-44,Male,Turk,Houseowner,False,False,False,False,False,False,False,True,True,True,False,Primary School,Married,Unemployed,5,2,1,1,57.9
1171,35-44,Male,Turk,Rent,False,False,True,False,True,False,True,True,False,False,True,Middle School,Married,Unemployed,3,0,1,0,54.43
1172,55-64,Male,Turk,Houseowner,False,False,False,True,False,False,True,False,True,True,True,Primary School,Single,Student,3,3,1,1,91.54
1173,25-34,Male,Turk,Houseowner,True,True,False,True,False,False,False,True,False,True,False,Primary School,Single,Unemployed,3,1,1,1,53.46
1174,18-24,Male,Turk,Rent,False,True,False,True,False,False,False,True,False,True,False,Literate without schooling,Married,Retired,2,1,1,1,62.05
1175,25-34,Male,Other,Rent,False,False,True,True,False,False,True,False,False,True,True,Primary School,Single,Retired,0,3,1,1,72.99
1176,18-24,Female,Turk,Rent,False,True,False,False,True,False,False,False,True,True,False,Primary School,Married,Retired,5,0,1,0,54.19
1177,25-34,Female,Turk,Rent,False,False,True,False,True,False,True,False,False,True,True,Primary School,Single,Student,3,1,1,1,50.19
1178,12-14,Male,Turk,Houseowner,True,True,True,True,False,False,False,True,True,False,False,Literate without schooling,Single,Student,0,0,1,1,54.62
1179,18-24,Male,Other,Rent,False,False,True,False,False,False,False,False,False,True,True,Illiterate,Single,Student,1,1,1,0,60.9
1180,45-54,Male,Turk,Rent,False,False,False,False,True,False,False,True,False,False,False,Literate without schooling,Single,Unemployed,3,0,1,1,50.43
1181,25-34,Male,Turk,Homeless,True,False,True,True,True,False,False,False,False,True,True,Middle School,Single,Student,2,1,1,0,77.4
1182,25-34,Male,Turk,Rent,True,True,False,False,True,False,False,False,False,True,False,High School,Single,Student,2,2,1,0,56.02
1183,55-64,Male,Turk,Rent,True,True,True,True,False,True,False,True,True,True,True,Primary School,Married,Unemployed,5,0,1,1,61.95
1184,35-44,Male,Other,Homeless,True,False,True,False,True,False,False,False,False,True,False,Primary School,Married,Retired,0,3,1,0,77.95
1185,25-34,Female,Turk,Rent,True,False,False,True,False,True,False,True,False,True,True,Primary School,Single,Unemployed,3,2,1,1,51.94
1186,35-44,Male,Other,Rent,False,True,False,False,False,False,False,False,True,False,False,High School,Single,Retired,4,1,1,1,90.42
1187,35-44,Male,Turk,Rent,False,True,False,True,False,False,False,True,False,False,False,Primary School,Married,Retired,3,1,1,1,83.2
1188,35-44,Male,Turk,Houseowner,True,True,True,False,True,False,True,False,False,False,True,Primary School,Single,Retired,2,1,1,0,60.22
1189,35-44,Male,Turk,Houseowner,True,True,True,True,True,False,False,False,False,False,False,Primary School,Single,Retired,2,0,1,1,65.16
1190,35-44,Female,Other,Homeless,True,False,True,False,True,False,False,True,False,True,True,Literate without schooling,Single,Unemployed,2,2,1,0,85.53
1191,15-17,Male,Other,Rent,True,False,True,False,False,False,True,True,False,False,False,Primary School,Single,Student,0,0,1,0,53.02
1192,35-44,Male,Turk,Rent,False,False,True,False,False,False,False,True,True,True,False,Middle School,Single,Unemployed,2,3,1,1,51.29
1193,45-54,Male,Turk,Rent,True,True,False,True,True,False,False,True,False,False,True,Primary School,Single,Unemployed,1,2,1,0,57.38
1194,35-44,Male,Turk,Rent,True,False,False,False,False,False,True,True,True,True,True,Middle School,Single,Unemployed,3,4,1,1,77.6
1195,25-34,Male,Turk,Rent,True,True,False,True,True,False,True,False,True,True,True,High School,Single,Unemployed,1,2,1,0,72.36
1196,35-44,Female,Turk,Houseowner,False,True,False,False,False,False,False,True,True,True,False,Primary School,Divorced,Employed,3,4,1,1,70.73
1197,25-34,Male,Turk,Houseowner,False,False,True,True,False,False,False,False,True,True,True,High School,Married,Employed,3,4,1,1,67.27
1198,45-54,Male,Turk,Rent,True,True,True,True,False,False,False,True,True,True,False,Middle School,Married,Employed,2,4,1,1,83.57
1199,18-24,Male,Turk,Rent,False,True,False,False,False,False,True,True,True,True,True,High School,Single,Student,4,1,1,1,76.63
1200,25-34,Male,Turk,Rent,False,False,False,False,True,False,True,True,True,True,False,Primary School,Single,Unemployed,4,0,1,0,64.18
1201,25-34,Male,Other,Rent,False,True,True,False,False,True,False,True,True,True,True,High School,Married,Employed,5,1,1,1,71.5
1202,35-44,Male,Other,Houseowner,False,False,True,True,True,False,False,False,False,True,False,Middle School,Single,Employed,4,0,1,1,74.28
1203,12-14,Male,Turk,Rent,True,False,False,True,False,False,False,False,False,False,False,Literate without schooling,Single,Student,0,0,1,1,57.88
1204,15-17,Male,Turk,Rent,True,False,False,False,False,False,False,True,True,False,False,Illiterate,Single,Student,0,2,1,1,58.73
1205,35-44,Male,Turk,Rent,True,True,False,False,False,False,True,False,True,True,False,Primary School,Single,Student,2,2,1,1,71.14
1206,45-54,Male,Turk,Rent,True,False,False,True,True,False,False,False,True,False,False,Primary School,Divorced,Employed,2,2,1,1,78.63
1207,35-44,Male,Other,Rent,False,True,True,False,True,False,False,False,False,True,False,Primary School,Divorced,Employed,1,1,1,0,66.01
1208,15-17,Female,Other,Houseowner,False,False,False,False,False,False,False,False,True,False,False,Illiterate,Single,Employed,0,2,1,1,67.35
1209,45-54,Female,Other,Houseowner,False,True,True,False,False,False,True,True,False,False,False,High School,Married,Unemployed,0,2,1,2,62.04
1210,45-54,Male,Other,Houseowner,False,False,True,False,True,False,True,False,False,False,True,Literate without schooling,Married,Retired,1,2,1,0,55.42
1211,35-44,Male,Other,Houseowner,False,False,False,True,True,False,False,False,True,True,False,Literate without schooling,Single,Employed,1,3,1,1,79.65
1212,25-34,Female,Turk,Houseowner,True,False,True,False,True,False,False,False,False,True,False,Middle School,Married,Retired,1,5,1,0,65.03
1213,25-34,Male,Turk,Houseowner,False,False,True,True,True,False,False,True,True,True,True,Middle School,Divorced,Unemployed,4,1,1,0,67.04
1214,35-44,Male,Turk,Houseowner,True,True,False,False,False,False,True,False,False,False,False,High School,Married,Employed,2,2,1,1,74.3
1215,55-64,Male,Turk,Rent,False,False,True,True,False,False,True,False,True,True,True,Primary School,Divorced,Employed,2,3,1,1,89.28
1216,25-34,Male,Turk,Houseowner,True,False,False,False,False,False,False,True,False,False,False,Middle School,Married,Student,3,3,1,1,72.52
1217,45-54,Male,Other,Houseowner,False,False,True,False,True,False,True,False,False,True,False,Middle School,Single,Student,3,0,1,1,65.87
1218,35-44,Male,Other,Houseowner,False,True,False,False,False,False,True,True,True,False,False,High School,Single,Employed,1,3,1,1,57.22
1219,65+,Male,Turk,Houseowner,True,False,True,True,False,False,False,False,True,False,False,High School,Single,Employed,5,2,1,1,55.18
1220,25-34,Male,Other,Rent,True,False,True,False,False,False,True,True,True,False,True,Bachelor’s Degree,Married,Retired,3,4,1,1,59.38
1221,25-34,Male,Turk,Houseowner,True,False,True,True,False,False,False,True,False,False,False,Middle School,Married,Retired,2,3,1,1,76.56
1222,25-34,Male,Turk,Rent,False,True,True,False,True,False,True,True,True,True,True,Middle School,Single,Employed,3,2,1,1,80.83
1223,12-14,Male,Other,Houseowner,True,False,True,True,False,False,False,True,True,False,False,Illiterate,Single,Employed,0,1,1,1,54.17
