id,age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism,recidivism_pred,prediction_probability,mitigations,qualifiers,mental_disorder_partially,deaf_15-17,unjust_provocation_moderate,unjust_provocation_mild,age_15-17,age_12-14,discretionary_mitigation,deaf_18-21,unjust_provocation_severe,failed_crime,femicide,tradition,premeditated_kill,relative,to_cover_another_crime,blood_feud,public_servant,monstrous,destructive,child
635,55-64,Male,Turk,Homeless,False,True,False,False,False,False,False,True,False,False,False,Primary School,Single,Retired,1,1,0,0,62.83,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
636,25-34,Female,Turk,Houseowner,True,False,True,False,True,False,False,True,True,False,True,Middle School,Married,Unemployed,3,2,0,0,84.14,"['unjust_provocation_moderate', 'discretionary_mitigation']",[],False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
637,45-54,Male,Turk,Houseowner,False,True,True,False,True,False,False,True,True,False,False,Middle School,Married,Retired,1,2,0,0,78.25,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
638,35-44,Male,Turk,Houseowner,False,False,False,False,False,False,True,False,True,False,False,Middle School,Single,Employed,2,1,0,0,53.83,"['unjust_provocation_mild', 'discretionary_mitigation']",['femicide'],False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
639,25-34,Female,Other,Rent,False,True,False,False,False,False,False,False,True,False,True,Primary School,Single,Employed,2,2,0,0,79.65,['discretionary_mitigation'],['blood_feud'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
640,25-34,Male,Turk,Houseowner,False,True,True,False,True,True,False,False,True,True,True,Middle School,Married,Retired,3,0,0,0,84.6,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
641,25-34,Male,Turk,Houseowner,False,False,True,False,False,False,True,False,True,True,True,Primary School,Single,Employed,5,0,0,0,76.04,[],['blood_feud'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
642,25-34,Female,Turk,Houseowner,False,False,False,False,True,False,False,False,False,True,True,Middle School,Single,Student,2,3,0,0,69.56,"['mental_disorder_partially', 'unjust_provocation_mild', 'discretionary_mitigation']",[],True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
643,25-34,Female,Turk,Rent,False,False,False,True,False,False,False,False,True,False,False,Middle School,Married,Student,2,1,0,1,54.76,['discretionary_mitigation'],['femicide'],False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
644,35-44,Female,Other,Houseowner,True,False,False,False,True,False,True,True,False,True,False,High School,Married,Retired,3,3,0,0,52.24,[],['tradition'],False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
645,15-17,Male,Turk,Houseowner,False,False,False,False,False,False,False,False,False,False,False,Literate without schooling,Single,Employed,0,0,0,0,78.77,"['age_15-17', 'discretionary_mitigation']",[],False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
646,18-24,Male,Turk,Houseowner,True,False,True,False,False,True,False,False,True,True,True,High School,Single,Employed,0,3,0,0,64.3,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
647,25-34,Male,Turk,Rent,True,False,False,False,False,False,True,True,True,False,False,Literate without schooling,Single,Employed,1,2,0,1,67.54,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
648,25-34,Male,Other,Homeless,True,False,False,True,False,False,False,True,True,False,False,Middle School,Married,Student,1,1,0,0,70.96,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
649,45-54,Female,Turk,Houseowner,True,False,False,True,False,False,True,True,True,True,False,Illiterate,Single,Student,2,2,0,0,56.69,"['unjust_provocation_moderate', 'discretionary_mitigation']",['blood_feud'],False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
650,18-24,Male,Turk,Rent,False,False,False,False,False,False,False,False,True,False,False,Middle School,Single,Employed,1,1,0,0,54.77,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
651,35-44,Male,Turk,Houseowner,True,False,True,False,False,False,True,False,False,True,False,Primary School,Divorced,Student,2,0,0,0,90.0,['unjust_provocation_mild'],['premeditated_kill'],False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
652,15-17,Male,Turk,Houseowner,True,True,False,False,False,False,False,True,True,True,False,Primary School,Single,Employed,0,3,0,0,90.62,"['age_15-17', 'discretionary_mitigation']",[],False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
653,25-34,Male,Other,Rent,True,True,False,False,False,False,True,False,False,False,True,High School,Married,Retired,1,2,0,0,82.45,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
654,25-34,Male,Turk,Houseowner,True,False,False,False,True,False,False,False,False,True,False,Middle School,Single,Retired,3,2,0,0,69.22,"['unjust_provocation_mild', 'discretionary_mitigation']",[],False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
655,65+,Male,Other,Rent,False,True,False,True,False,False,False,False,False,False,False,Middle School,Single,Student,0,1,0,1,94.53,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
656,25-34,Male,Turk,Houseowner,False,True,False,True,True,False,False,True,True,True,True,Middle School,Single,Unemployed,1,2,0,0,92.34,"['unjust_provocation_moderate', 'discretionary_mitigation']",[],False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
657,25-34,Male,Turk,Rent,False,False,False,False,True,False,True,True,True,True,True,Literate without schooling,Married,Student,2,2,0,0,72.99,"['unjust_provocation_moderate', 'discretionary_mitigation']",[],False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
658,18-24,Female,Turk,Houseowner,False,False,True,False,False,False,False,False,True,False,True,Middle School,Single,Retired,2,2,0,0,89.16,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
659,18-24,Female,Other,Rent,True,True,True,False,True,False,True,True,True,True,False,High School,Married,Retired,3,0,0,0,82.77,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
660,15-17,Male,Other,Homeless,True,False,False,False,False,False,False,True,False,False,True,Literate without schooling,Single,Employed,0,1,0,0,98.19,"['age_15-17', 'discretionary_mitigation']",[],False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
661,25-34,Male,Other,Rent,False,False,False,False,False,False,False,True,True,False,True,Literate without schooling,Single,Student,2,2,0,0,74.83,['discretionary_mitigation'],['blood_feud'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
662,45-54,Male,Other,Rent,False,False,False,False,True,False,False,True,True,True,True,Literate without schooling,Single,Retired,5,2,0,0,63.44,['discretionary_mitigation'],['blood_feud'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
663,15-17,Female,Turk,Rent,False,True,False,True,False,False,False,False,True,False,True,Primary School,Single,Employed,0,1,0,0,90.47,"['age_15-17', 'discretionary_mitigation']",[],False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
664,35-44,Male,Turk,Rent,True,True,True,False,False,False,True,False,True,True,True,High School,Single,Employed,4,1,0,1,50.82,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
665,25-34,Male,Other,Homeless,True,False,True,False,True,False,False,False,True,True,True,Middle School,Single,Student,2,1,0,0,95.5,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
666,25-34,Male,Turk,Houseowner,True,True,False,False,False,True,False,True,False,True,True,Middle School,Divorced,Employed,1,3,0,0,90.69,"['unjust_provocation_moderate', 'discretionary_mitigation']",[],False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
667,18-24,Male,Turk,Rent,True,True,False,False,False,True,False,False,True,True,True,High School,Divorced,Unemployed,1,0,0,0,99.62,['discretionary_mitigation'],['blood_feud'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
668,12-14,Female,Other,Rent,False,False,True,False,False,False,False,True,True,False,False,Literate without schooling,Single,Student,0,0,0,0,74.33,['age_12-14'],['to_cover_another_crime'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
669,25-34,Female,Turk,Rent,False,False,False,False,False,False,False,True,True,True,False,Primary School,Single,Student,4,2,0,1,51.7,['unjust_provocation_mild'],[],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
670,18-24,Female,Turk,Rent,True,False,False,True,False,False,True,False,False,False,False,Primary School,Married,Retired,1,0,0,0,78.3,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
671,15-17,Male,Turk,Houseowner,False,False,True,False,False,False,False,True,False,False,True,Illiterate,Single,Student,0,0,0,0,94.07,"['age_15-17', 'discretionary_mitigation']",[],False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
672,55-64,Male,Turk,Houseowner,False,True,False,False,True,False,False,True,True,False,False,Primary School,Single,Unemployed,1,1,0,0,52.92,"['mental_disorder_partially', 'discretionary_mitigation']",[],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
673,35-44,Male,Turk,Houseowner,False,True,True,False,True,False,False,False,True,True,True,High School,Single,Retired,3,2,0,0,71.35,"['mental_disorder_partially', 'discretionary_mitigation']",['blood_feud'],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
674,25-34,Female,Turk,Houseowner,True,False,True,True,True,False,True,False,False,True,False,High School,Married,Employed,2,1,0,0,85.67,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
675,18-24,Male,Turk,Rent,False,True,False,False,False,False,True,False,True,True,True,Primary School,Married,Retired,2,1,0,0,89.23,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
